"unit.code","long","lat","tmean.max","year","tmean.max.date","tmax.max","tmax.max.date","tmean.min","tmean.min.date","tmin.min","tmin.min.date","ppt.max","ppt.max.date","ppt.min","ppt.min.date"
"ACAD",-68.26019,44.376559,23.53125,2003,"2003-06-27",30.328125,"2003-06-27",-19.2109375,"2003-02-14",-23.828125,"2003-02-14",1.328740875,"2003-10-28",0,"2003-01-02"
"ACAD",-68.26019,44.376559,22.0625,2004,"2004-08-02",29.5078125,"2004-06-09",-21.4375,"2004-01-15",-24.0625,"2004-01-14",1.59418147109375,"2004-08-22",0,"2004-01-01"
"ACAD",-68.26019,44.376559,24.5234375,2005,"2005-06-26",32.9375,"2005-06-26",-18.390625,"2005-01-22",-23.2109375,"2005-01-22",4.06650071953125,"2005-10-09",0,"2005-01-04"
"ACAD",-68.26019,44.376559,23.890625,2006,"2006-08-02",29.65625,"2006-07-15",-12.3671875,"2006-02-28",-15.7890625,"2006-02-28",1.9543563703125,"2006-06-04",0,"2006-01-01"
"ACAD",-68.26019,44.376559,24.7578125,2007,"2007-07-27",31.59375,"2007-07-27",-16.640625,"2007-03-07",-20.9765625,"2007-01-18",2.70208069140625,"2007-04-17",0,"2007-01-03"
"ACAD",-68.26019,44.376559,23.8984375,2008,"2008-07-09",31.3125,"2008-06-09",-17.609375,"2008-01-04",-21.828125,"2008-01-04",4.558319390625,"2008-09-07",0,"2008-01-03"
"ACAD",-68.26019,44.376559,26.3203125,2009,"2009-08-19",32.03125,"2009-08-19",-18.28125,"2009-01-16",-25.171875,"2009-01-16",2.90600550625,"2009-06-20",0,"2009-01-01"
"ACAD",-68.26019,44.376559,26.109375,2010,"2010-09-02",33.046875,"2010-09-01",-11.7578125,"2010-02-07",-17.6015625,"2010-01-31",3.4565717484375,"2010-03-30",0,"2010-01-06"
"ACAD",-68.26019,44.376559,27.890625,2011,"2011-07-23",34.2890625,"2011-07-23",-16.7265625,"2011-01-25",-20.921875,"2011-01-25",1.50129264140625,"2011-10-20",0,"2011-01-01"
"ACAD",-68.26019,44.376559,25.2109375,2012,"2012-07-15",32.0625,"2012-07-15",-14.4765625,"2012-01-16",-18.359375,"2012-01-22",2.39634725859375,"2012-04-24",0,"2012-01-03"
"ACAD",-68.26019,44.376559,26.2421875,2013,"2013-07-06",33.640625,"2013-07-16",-16.3671875,"2013-01-24",-23.453125,"2013-12-17",2.31453126953125,"2013-09-03",0,"2013-01-01"
"ACAD",-68.26019,44.376559,23.296875,2014,"2014-07-02",29.828125,"2014-06-30",-20.2890625,"2014-01-04",-24.7265625,"2014-01-04",2.4550948296875,"2014-10-17",0,"2014-01-01"
"ACAD",-68.26019,44.376559,23.859375,2015,"2015-08-19",30.2265625,"2015-08-19",-18.390625,"2015-02-14",-27.2734375,"2015-02-14",4.40422235859375,"2015-10-01",0,"2015-01-01"
"ACAD",-68.26019,44.376559,24.78125,2016,"2016-07-16",31.890625,"2016-09-10",-17.3984375,"2016-12-17",-23.171875,"2016-12-17",2.20380286328125,"2016-01-11",0,"2016-01-01"
"ACAD",-68.26019,44.376559,24.0234375,2017,"2017-06-13",32.3828125,"2017-05-19",-19.4609375,"2017-12-30",-24,"2017-12-30",3.33138713359375,"2017-10-26",0,"2017-01-02"
"ACAD",-68.26019,44.376559,27.046875,2018,"2018-08-08",33.078125,"2018-08-08",-19.40625,"2018-01-07",-21.703125,"2018-01-02",2.887550771875,"2018-01-13",0,"2018-01-01"
"ACAD",-68.26019,44.376559,25.390625,2019,"2019-07-22",33.3203125,"2019-07-21",-12.7890625,"2019-01-22",-17.890625,"2019-03-08",2.3800455765625,"2019-01-25",0,"2019-01-05"
"ACAD",-68.26019,44.376559,26.578125,2020,"2020-07-29",32.65625,"2020-07-29",-13.796875,"2020-02-15",-18.6875,"2020-02-15",2.3542089484375,"2020-10-14",0,"2020-01-02"
"ACAD",-68.26019,44.376559,26.5,2021,"2021-06-30",32.9765625,"2021-06-30",-10.9765625,"2021-01-31",-15.6328125,"2021-02-13",3.6079005703125,"2021-07-10",0,"2021-01-01"
"ACAD",-68.26019,44.376559,25.46875,2022,"2022-08-08",32.421875,"2022-07-24",-16.4765625,"2022-01-12",-21.9921875,"2022-01-28",3.02196275390625,"2022-10-15",0,"2022-01-04"
"ACAD",-68.26019,44.376559,23.84375,2023,"2023-07-29",30.9765625,"2023-06-02",-19.5703125,"2023-02-05",-26.2890625,"2023-02-04",3.1748294703125,"2023-12-11",0,"2023-01-03"
"ACAD",-68.26019,44.376559,27.2421875,2024,"2024-06-21",34.7421875,"2024-06-21",-9.59375,"2024-01-21",-13.9375,"2024-01-31",2.64794680390625,"2024-08-10",0,"2024-01-01"
