"year","month","noaa.year.month","noaa.anom","mcfarland.year.month","mcfarland.anom"
1981,11,1981-11-01,0.303476259689922,NA,NA
1981,12,1981-12-01,2.39946705426357,NA,NA
1982,1,1982-01-01,-4.14708533653846,NA,NA
1982,2,1982-02-01,-0.644163161057692,NA,NA
1982,3,1982-03-01,0.0207481971153846,NA,NA
1982,4,1982-04-01,-0.917172475961539,NA,NA
1982,5,1982-05-01,0.644493689903847,NA,NA
1982,6,1982-06-01,-0.824504206730769,NA,NA
1982,7,1982-07-01,0.634698016826924,NA,NA
1982,8,1982-08-01,-1.42690054086539,NA,NA
1982,9,1982-09-01,0.336603682170542,NA,NA
1982,10,1982-10-01,0.568321523740311,NA,NA
1982,11,1982-11-01,1.97339813468992,NA,NA
1982,12,1982-12-01,2.79888111676357,NA,NA
1983,1,1983-01-01,1.07264122596154,NA,NA
1983,2,1983-02-01,1.25622746394231,NA,NA
1983,3,1983-03-01,1.43090444711538,NA,NA
1983,4,1983-04-01,0.882632211538461,NA,NA
1983,5,1983-05-01,-0.625037560096153,NA,NA
1983,6,1983-06-01,1.63545673076923,NA,NA
1983,7,1983-07-01,0.544854266826924,NA,NA
1983,8,1983-08-01,1.24302133413461,NA,NA
1983,9,1983-09-01,2.63640836967054,NA,NA
1983,10,1983-10-01,0.768516836240311,NA,NA
1983,11,1983-11-01,1.34351532218992,NA,NA
1983,12,1983-12-01,0.259818616763566,NA,NA
1984,1,1984-01-01,-1.02696814903846,NA,NA
1984,2,1984-02-01,4.76599308894231,NA,NA
1984,3,1984-03-01,-2.84936899038462,NA,NA
1984,4,1984-04-01,0.403140024038461,NA,NA
1984,5,1984-05-01,0.384728064903847,NA,NA
1984,6,1984-06-01,0.495808293269231,NA,NA
1984,7,1984-07-01,0.614190204326924,NA,NA
1984,8,1984-08-01,1.46372445913461,NA,NA
1984,9,1984-09-01,-0.383122880329458,NA,NA
1984,10,1984-10-01,0.978477773740311,NA,NA
1984,11,1984-11-01,1.21363250968992,NA,NA
1984,12,1984-12-01,2.60942799176357,NA,NA
1985,1,1985-01-01,-3.19786658653846,NA,NA
1985,2,1985-02-01,1.91638371394231,NA,NA
1985,3,1985-03-01,0.290279447115385,NA,NA
1985,4,1985-04-01,0.382632211538461,NA,NA
1985,5,1985-05-01,0.0644155649038467,NA,NA
1985,6,1985-06-01,-0.874308894230769,NA,NA
1985,7,1985-07-01,0.244073016826924,NA,NA
1985,8,1985-08-01,-0.556783353365386,NA,NA
1985,9,1985-09-01,0.586603682170542,NA,NA
1985,10,1985-10-01,0.539024648740311,NA,NA
1985,11,1985-11-01,-0.276601865310078,NA,NA
1985,12,1985-12-01,-2.21088450823643,NA,NA
1986,1,1986-01-01,1.64295372596154,NA,NA
1986,2,1986-02-01,-0.543577223557692,NA,NA
1986,3,1986-03-01,0.410396634615385,NA,NA
1986,4,1986-04-01,2.50274939903846,NA,NA
1986,5,1986-05-01,0.364220252403847,NA,NA
1986,6,1986-06-01,-0.514933894230769,NA,NA
1986,7,1986-07-01,-1.31549729567308,NA,NA
1986,8,1986-08-01,-0.956197415865386,NA,NA
1986,9,1986-09-01,-1.11359163032946,NA,NA
1986,10,1986-10-01,-0.151405038759689,NA,NA
1986,11,1986-11-01,-1.49632842781008,NA,NA
1986,12,1986-12-01,0.319388929263566,NA,NA
1987,1,1987-01-01,-0.757436899038462,NA,NA
1987,2,1987-02-01,-1.03381159855769,NA,NA
1987,3,1987-03-01,0.340084134615385,NA,NA
1987,4,1987-04-01,1.67267127403846,NA,NA
1987,5,1987-05-01,1.18453275240385,NA,NA
1987,6,1987-06-01,0.395222355769231,NA,NA
1987,7,1987-07-01,-0.625067608173076,NA,NA
1987,8,1987-08-01,-0.166158353365386,NA,NA
1987,9,1987-09-01,0.0367989946705425,NA,NA
1987,10,1987-10-01,0.378868398740311,NA,NA
1987,11,1987-11-01,-0.726797177810078,NA,NA
1987,12,1987-12-01,0.649467054263566,NA,NA
1988,1,1988-01-01,-0.537710336538462,NA,NA
1988,2,1988-02-01,1.38611027644231,NA,NA
1988,3,1988-03-01,-0.189212740384615,NA,NA
1988,4,1988-04-01,0.242983774038461,NA,NA
1988,5,1988-05-01,1.43453275240385,NA,NA
1988,6,1988-06-01,1.09541766826923,NA,NA
1988,7,1988-07-01,1.15422926682692,NA,NA
1988,8,1988-08-01,1.61313852163461,NA,NA
1988,9,1988-09-01,-0.203435380329458,NA,NA
1988,10,1988-10-01,-1.70120972625969,NA,NA
1988,11,1988-11-01,1.59351532218992,NA,NA
1988,12,1988-12-01,-0.831001695736434,NA,NA
1989,1,1989-01-01,2.28260216346154,NA,NA
1989,2,1989-02-01,-0.0738506610576923,NA,NA
1989,3,1989-03-01,-0.979251802884615,NA,NA
1989,4,1989-04-01,-1.26678185096154,NA,NA
1989,5,1989-05-01,1.67476712740385,NA,NA
1989,6,1989-06-01,1.17549579326923,NA,NA
1989,7,1989-07-01,0.0546198918269241,NA,NA
1989,8,1989-08-01,-0.496236478365386,NA,NA
1989,9,1989-09-01,0.0768380571705425,NA,NA
1989,10,1989-10-01,0.378868398740311,NA,NA
1989,11,1989-11-01,-0.796133115310078,NA,NA
1989,12,1989-12-01,-7.41107982073643,NA,NA
1990,1,1990-01-01,4.16248497596154,NA,NA
1990,2,1990-02-01,0.206422776442308,NA,NA
1990,3,1990-03-01,0.880123197115385,NA,NA
1990,4,1990-04-01,0.552554086538461,NA,NA
1990,5,1990-05-01,-0.645545372596153,NA,NA
1990,6,1990-06-01,0.0358473557692314,NA,NA
1990,7,1990-07-01,1.02434645432692,NA,NA
1990,8,1990-08-01,1.81333383413461,NA,NA
1990,9,1990-09-01,-0.523747880329458,NA,NA
1990,10,1990-10-01,1.02828246124031,NA,NA
1990,11,1990-11-01,1.17359344718992,NA,NA
1990,12,1990-12-01,3.34966236676357,NA,NA
1991,1,1991-01-01,0.0824068509615383,NA,NA
1991,2,1991-02-01,2.74646183894231,NA,NA
1991,3,1991-03-01,1.87035757211538,NA,NA
1991,4,1991-04-01,1.54278846153846,NA,NA
1991,5,1991-05-01,2.56441556490385,NA,NA
1991,6,1991-06-01,1.58565204326923,NA,NA
1991,7,1991-07-01,0.784112079326924,NA,NA
1991,8,1991-08-01,1.33384164663461,NA,NA
1991,9,1991-09-01,-0.713201005329458,NA,NA
1991,10,1991-10-01,0.449180898740311,NA,NA
1991,11,1991-11-01,0.633554384689922,NA,NA
1991,12,1991-12-01,-0.970650133236434,NA,NA
1992,1,1992-01-01,-0.0377103365384617,NA,NA
1992,2,1992-02-01,0.325563401442308,NA,NA
1992,3,1992-03-01,-1.83960336538462,NA,NA
1992,4,1992-04-01,-1.46697716346154,NA,NA
1992,5,1992-05-01,0.274376502403847,NA,NA
1992,6,1992-06-01,0.685261418269231,NA,NA
1992,7,1992-07-01,-1.71588792067308,NA,NA
1992,8,1992-08-01,-0.336080228365386,NA,NA
1992,9,1992-09-01,-0.213201005329458,NA,NA
1992,10,1992-10-01,-1.63089722625969,NA,NA
1992,11,1992-11-01,-1.56664092781008,NA,NA
1992,12,1992-12-01,0.989310804263566,NA,NA
1993,1,1993-01-01,0.0326021634615383,NA,NA
1993,2,1993-02-01,-4.13439753605769,NA,NA
1993,3,1993-03-01,-0.589603365384615,NA,NA
1993,4,1993-04-01,0.292788461538461,NA,NA
1993,5,1993-05-01,0.824181189903847,NA,NA
1993,6,1993-06-01,0.535847355769231,NA,NA
1993,7,1993-07-01,0.684502704326924,NA,NA
1993,8,1993-08-01,1.08384164663461,NA,NA
1993,9,1993-09-01,-0.243474442829458,NA,NA
1993,10,1993-10-01,-2.30081910125969,NA,NA
1993,11,1993-11-01,0.233163759689922,NA,NA
1993,12,1993-12-01,1.07915455426357,NA,NA
1994,1,1994-01-01,-3.91759314903846,NA,NA
1994,2,1994-02-01,-1.75353816105769,NA,NA
1994,3,1994-03-01,-0.00952524038461539,NA,NA
1994,4,1994-04-01,0.422671274038461,NA,NA
1994,5,1994-05-01,-0.415076622596153,NA,NA
1994,6,1994-06-01,1.49580829326923,NA,NA
1994,7,1994-07-01,2.39446364182692,NA,NA
1994,8,1994-08-01,0.423685396634614,NA,NA
1994,9,1994-09-01,-0.703435380329458,NA,NA
1994,10,1994-10-01,0.168907461240311,NA,NA
1994,11,1994-11-01,2.22339813468992,NA,NA
1994,12,1994-12-01,2.00981861676357,NA,NA
1995,1,1995-01-01,2.79236778846154,NA,NA
1995,2,1995-02-01,-0.924436598557692,NA,NA
1995,3,1995-03-01,0.520748197115385,NA,NA
1995,4,1995-04-01,-0.966977163461539,NA,NA
1995,5,1995-05-01,-0.195350060096153,NA,NA
1995,6,1995-06-01,1.93526141826923,NA,NA
1995,7,1995-07-01,1.54485426682692,NA,NA
1995,8,1995-08-01,1.17368539663461,NA,NA
1995,9,1995-09-01,-1.26300569282946,NA,NA
1995,10,1995-10-01,2.54879027374031,NA,NA
1995,11,1995-11-01,-1.30687530281008,NA,NA
1995,12,1995-12-01,-1.60053294573643,NA,NA
1996,1,1996-01-01,-0.287710336538462,NA,NA
1996,2,1996-02-01,0.756227463942308,NA,NA
1996,3,1996-03-01,-0.399173677884615,NA,NA
1996,4,1996-04-01,0.212710336538461,NA,NA
1996,5,1996-05-01,-0.415076622596153,NA,NA
1996,6,1996-06-01,0.565144230769231,NA,NA
1996,7,1996-07-01,-1.26569260817308,NA,NA
1996,8,1996-08-01,0.643411959134614,NA,NA
1996,9,1996-09-01,-0.613591630329458,NA,NA
1996,10,1996-10-01,-1.29105347625969,NA,NA
1996,11,1996-11-01,-1.71703155281008,NA,NA
1996,12,1996-12-01,3.77934986676357,NA,NA
1997,1,1997-01-01,-0.207632211538462,NA,NA
1997,2,1997-02-01,2.51599308894231,NA,NA
1997,3,1997-03-01,-1.49975961538462,NA,NA
1997,4,1997-04-01,-0.527524038461539,NA,NA
1997,5,1997-05-01,-1.37503756009615,NA,NA
1997,6,1997-06-01,1.15498798076923,NA,NA
1997,7,1997-07-01,1.08489332932692,NA,NA
1997,8,1997-08-01,0.473490084134614,NA,NA
1997,9,1997-09-01,-0.563786942829458,NA,NA
1997,10,1997-10-01,-1.11136597625969,NA,NA
1997,11,1997-11-01,-1.50707061531008,NA,NA
1997,12,1997-12-01,1.10942799176357,NA,NA
1998,1,1998-01-01,2.03260216346154,NA,NA
1998,2,1998-02-01,4.36560246394231,1998-02-01,-3.01992663723579
1998,3,1998-03-01,2.02074819711538,1998-03-01,0.786940968888673
1998,4,1998-04-01,1.81329627403846,1998-04-01,0.739772325867097
1998,5,1998-05-01,3.08492337740385,1998-05-01,1.84849983035586
1998,6,1998-06-01,-0.944621394230769,1998-06-01,-1.72738407484038
1998,7,1998-07-01,0.974541766826924,1998-07-01,0.137270747147824
1998,8,1998-08-01,1.49302133413461,1998-08-01,1.9018507506201
1998,9,1998-09-01,0.566095869670542,1998-09-01,-0.293626615311931
1998,10,1998-10-01,-0.0810925387596892,1998-10-01,-0.927995528146125
1998,11,1998-11-01,-0.0666409278100777,1998-11-01,-0.836638777756758
1998,12,1998-12-01,3.17974049176357,1998-12-01,1.13191153757817
1999,1,1999-01-01,1.71228966346154,1999-01-01,-0.0140023995998648
1999,2,1999-02-01,3.14587590144231,1999-02-01,1.71417330224268
1999,3,1999-03-01,1.61059194711538,1999-03-01,0.899244790621031
1999,4,1999-04-01,1.66290564903846,1999-04-01,0.172797966892738
1999,5,1999-05-01,2.34468900240385,1999-05-01,1.58698048566523
1999,6,1999-06-01,2.89522235576923,1999-06-01,2.05357599860572
1999,7,1999-07-01,1.79485426682692,1999-07-01,0.826528942263401
1999,8,1999-08-01,0.873880709134614,1999-08-01,-0.41685719016052
1999,9,1999-09-01,3.26629118217054,1999-09-01,1.69237307842499
1999,10,1999-10-01,-1.63089722625969,1999-10-01,-1.42051762781767
1999,11,1999-11-01,2.05347625968992,1999-11-01,1.53476379170985
1999,12,1999-12-01,2.79888111676357,1999-12-01,0.595670238615041
2000,1,2000-01-01,0.422250600961538,2000-01-01,-0.662566965174861
2000,2,2000-02-01,2.13611027644231,2000-02-01,0.922182840812074
2000,3,2000-03-01,3.31078725961538,2000-03-01,2.50109987227634
2000,4,2000-04-01,0.202944711538461,2000-04-01,0.655296801391573
2000,5,2000-05-01,-0.715857872596153,2000-05-01,-1.48371517847992
2000,6,2000-06-01,0.885456730769231,2000-06-01,-0.0891207203427182
2000,7,2000-07-01,-0.895575420673076,2000-07-01,-1.89699256311294
2000,8,2000-08-01,-0.00697866586538609,2000-08-01,-1.19878257981884
2000,9,2000-09-01,-0.463201005329458,2000-09-01,-1.66303279882189
2000,10,2000-10-01,-0.460975351259689,2000-10-01,-0.820880908547709
2000,11,2000-11-01,0.473398134689922,2000-11-01,-0.552658852453303
2000,12,2000-12-01,-0.880806383236434,2000-12-01,-2.91382772807044
2001,1,2001-01-01,-0.267202524038462,2001-01-01,-0.516497919313126
2001,2,2001-02-01,0.456422776442308,2001-02-01,-0.766384482669042
2001,3,2001-03-01,-0.989993990384615,2001-03-01,-1.355301382687
2001,4,2001-04-01,-0.0275240384615385,2001-04-01,-0.660418374797141
2001,5,2001-05-01,1.74507962740385,2001-05-01,0.957279445175997
2001,6,2001-06-01,2.40498798076923,2001-06-01,2.16548052926205
2001,7,2001-07-01,-0.335028545673076,2001-07-01,-1.52199256311294
2001,8,2001-08-01,1.76352914663461,2001-08-01,0.83334469409251
2001,9,2001-09-01,1.61687711967054,2001-09-01,-0.0534116923597825
2001,10,2001-10-01,1.30855589874031,2001-10-01,0.869708890946582
2001,11,2001-11-01,1.99292938468992,2001-11-01,1.54331336976892
2001,12,2001-12-01,3.83892017926357,2001-12-01,2.77609162676827
2002,1,2002-01-01,3.33240685096154,2002-01-01,2.73955046778365
2002,2,2002-02-01,2.69568058894231,2002-02-01,1.57721670780715
2002,3,2002-03-01,0.970943509615385,2002-03-01,0.17252119795816
2002,4,2002-04-01,1.02325721153846,2002-04-01,-0.818849691892612
2002,5,2002-05-01,-0.575232872596153,2002-05-01,-1.23148312619461
2002,6,2002-06-01,-0.314738581730769,2002-06-01,-1.13751681518233
2002,7,2002-07-01,0.664971454326924,2002-07-01,-0.491078584618318
2002,8,2002-08-01,2.09360727163461,2002-08-01,0.886163656740305
2002,9,2002-09-01,1.92644743217054,2002-09-01,0.665338307640219
2002,10,2002-10-01,-1.75101441375969,2002-10-01,-2.12332396126917
2002,11,2002-11-01,-0.976797177810078,2002-11-01,-1.44565862000328
2002,12,2002-12-01,0.369193616763566,2002-12-01,-0.935601921618826
2003,1,2003-01-01,-3.25743689903846,2003-01-01,-3.42700791017116
2003,2,2003-02-01,-1.61388972355769,2003-02-01,-3.15373567314523
2003,3,2003-03-01,-0.769290865384615,2003-03-01,-1.42828525365474
2003,4,2003-04-01,-1.32732872596154,2003-04-01,-2.18519183375631
2003,5,2003-05-01,-0.455115685096153,2003-05-01,-1.7592355343808
2003,6,2003-06-01,0.885456730769231,2003-06-01,-1.94913815409446
2003,7,2003-07-01,0.274346454326924,2003-07-01,-2.94484202547853
2003,8,2003-08-01,1.42368539663461,2003-08-01,-1.13875410403412
2003,9,2003-09-01,1.99675993217054,2003-09-01,0.382596422496647
2003,10,2003-10-01,-0.111365976259689,2003-10-01,-0.479427341925906
2003,11,2003-11-01,0.793710634689922,2003-11-01,0.262341147546697
2003,12,2003-12-01,2.55962330426357,2003-12-01,0.666817433219883
2004,1,2004-01-01,-4.79747596153846,2004-01-01,-6.55800765485512
2004,2,2004-02-01,1.37634465144231,2004-02-01,-0.292116753994839
2004,3,2004-03-01,0.110591947115385,2004-03-01,-0.669548694514958
2004,4,2004-04-01,0.542788461538461,2004-04-01,-0.541380985355755
2004,5,2004-05-01,0.844689002403847,2004-05-01,-0.688285070953034
2004,6,2004-06-01,-0.885051081730769,2004-06-01,-1.45080482076113
2004,7,2004-07-01,-0.925848858173076,2004-07-01,-1.89255707924197
2004,8,2004-08-01,0.573099459134614,2004-08-01,-0.701336343259698
2004,9,2004-09-01,0.346369307170542,2004-09-01,-0.972995025693116
2004,10,2004-10-01,0.289024648740311,2004-10-01,-0.352893853742286
2004,11,2004-11-01,-0.206289365310078,2004-11-01,-0.971878982625316
2004,12,2004-12-01,0.338920179263566,2004-12-01,-1.05448769063193
2005,1,2005-01-01,-1.92735877403846,2005-01-01,-2.92698179028087
2005,2,2005-02-01,1.29626652644231,2005-02-01,0.524389326854767
2005,3,2005-03-01,-0.339603365384615,2005-03-01,-1.08755944720313
2005,4,2005-04-01,1.38263221153846,2005-04-01,0.603820683628946
2005,5,2005-05-01,-2.55570162259615,2005-05-01,-2.905220554824
2005,6,2005-06-01,1.13545673076923,2005-06-01,0.451481026538683
2005,7,2005-07-01,0.384698016826924,2005-07-01,-0.361791715136722
2005,8,2005-08-01,1.58384164663461,2005-08-01,0.385357205127402
2005,9,2005-09-01,2.27703336967054,2005-09-01,0.844643863195774
2005,10,2005-10-01,0.548790273740311,2005-10-01,0.128692167763091
2005,11,2005-11-01,1.73316375968992,2005-11-01,0.949424480880031
2005,12,2005-12-01,0.878959241763566,2005-12-01,-1.03627396462958
2006,1,2006-01-01,4.90271935096154,2006-01-01,3.88001182804241
2006,2,2006-02-01,1.19568058894231,2006-02-01,-0.320195783308701
2006,3,2006-03-01,1.39086538461538,2006-03-01,0.382198617312999
2006,4,2006-04-01,1.90314002403846,2006-04-01,0.862791476396679
2006,5,2006-05-01,1.34468900240385,2006-05-01,0.572876284669272
2006,6,2006-06-01,1.17549579326923,2006-06-01,0.428468623992817
2006,7,2006-07-01,2.00481520432692,2006-07-01,1.24297280548146
2006,8,2006-08-01,-0.246236478365386,2006-08-01,-1.57597767781526
2006,9,2006-09-01,0.636408369670542,2006-09-01,-0.840911692359782
2006,10,2006-10-01,-0.0615612887596892,2006-10-01,-0.517616610924119
2006,11,2006-11-01,2.76343719718992,2006-11-01,2.57753417956176
2006,12,2006-12-01,4.15923267926357,2006-12-01,2.15650469352756
2007,1,2007-01-01,1.55213341346154,2007-01-01,0.41172643993954
2007,2,2007-02-01,-1.99377253605769,2007-02-01,-3.34689043504999
2007,3,2007-03-01,0.000240384615384615,2007-03-01,-0.498403851608404
2007,4,2007-04-01,-0.497250600961539,2007-04-01,-1.40516841966188
2007,5,2007-05-01,0.634728064903847,2007-05-01,0.560639660229761
2007,6,2007-06-01,0.805378605769231,2007-06-01,0.615655253519279
2007,7,2007-07-01,-0.0449894831730759,2007-07-01,-0.0468581545107902
2007,8,2007-08-01,0.503763521634614,2007-08-01,0.251514276865052
2007,9,2007-09-01,1.54656461967054,2007-09-01,0.48256052986244
2007,10,2007-10-01,2.37886839874031,2007-10-01,1.91552012475234
2007,11,2007-11-01,-0.757070615310078,2007-11-01,-0.78040924368961
2007,12,2007-12-01,-0.780220445736434,2007-12-01,-2.39517071687887
2008,1,2008-01-01,2.53260216346154,2008-01-01,1.50527627423526
2008,2,2008-02-01,2.05603215144231,2008-02-01,0.432096633915523
2008,3,2008-03-01,-0.909915865384615,2008-03-01,-1.35101166073335
2008,4,2008-04-01,1.62286658653846,2008-04-01,0.655381300226072
2008,5,2008-05-01,0.344689002403847,2008-05-01,-0.694871092458412
2008,6,2008-06-01,1.01533954326923,2008-06-01,0.120947732627915
2008,7,2008-07-01,1.58489332932692,2008-07-01,0.560831175291376
2008,8,2008-08-01,-0.716939603365386,2008-08-01,-2.25589600899135
2008,9,2008-09-01,-0.0833181928294575,2008-09-01,-1.07757835902645
2008,10,2008-10-01,-0.510780038759689,2008-10-01,-1.0956937051279
2008,11,2008-11-01,0.492929384689922,2008-11-01,-0.153140568346411
2008,12,2008-12-01,1.59966236676357,2008-12-01,-0.892814276326936
2009,1,2009-01-01,-2.28771033653846,2009-01-01,-3.47093340318409
2009,2,2009-02-01,1.55603215144231,2009-02-01,0.170073850664291
2009,3,2009-03-01,0.200435697115385,2009-03-01,-1.04849802743642
2009,4,2009-04-01,1.48321814903846,2009-04-01,0.833871318796174
2009,5,2009-05-01,1.26461087740385,2009-05-01,-0.14446786665196
2009,6,2009-06-01,-0.874308894230769,2009-06-01,-1.4849714874278
2009,7,2009-07-01,-1.77545823317308,2009-07-01,-2.48005707924197
2009,8,2009-08-01,1.48325570913461,2009-08-01,0.267212043837077
2009,9,2009-09-01,-0.913396317829458,2009-09-01,-0.84947702076267
2009,10,2009-10-01,-1.85160035125969,2009-10-01,-2.56404976772078
2009,11,2009-11-01,3.24292938468992,2009-11-01,2.23317448088003
2009,12,2009-12-01,1.08892017926357,2009-12-01,-1.2674522378318
2010,1,2010-01-01,2.55213341346154,2010-01-01,0.868254030787454
2010,2,2010-02-01,3.31579777644231,2010-02-01,1.50623456495001
2010,3,2010-03-01,4.40063100961538,2010-03-01,3.12972535431353
2010,4,2010-04-01,3.41290564903846,2010-04-01,2.54732574467052
2010,5,2010-05-01,2.80464993990385,2010-05-01,1.85916116560611
2010,6,2010-06-01,1.04561298076923,2010-06-01,0.426100935970531
2010,7,2010-07-01,1.83489332932692,2010-07-01,1.56271542831964
2010,8,2010-08-01,1.52329477163461,2010-08-01,1.96913528887598
2010,9,2010-09-01,1.46648649467054,2010-09-01,0.557161116473896
2010,10,2010-10-01,0.508751211240311,2010-10-01,-0.613613075438693
2010,11,2010-11-01,0.723398134689922,2010-11-01,0.163452258657808
2010,12,2010-12-01,0.769584241763566,2010-12-01,-0.783199209568
2011,1,2011-01-01,0.602914663461538,2011-01-01,-0.625503295657213
2011,2,2011-02-01,0.556032151442308,2011-02-01,-0.56385472076428
2011,3,2011-03-01,0.630123197115385,2011-03-01,-0.161930096561298
2011,4,2011-04-01,1.08282752403846,2011-04-01,0.125797966892738
2011,5,2011-05-01,0.154259314903847,2011-05-01,-0.547540089115381
2011,6,2011-06-01,-0.504191706730769,2011-06-01,-0.972054820761128
2011,7,2011-07-01,1.83489332932692,2011-07-01,1.14736227559673
2011,8,2011-08-01,0.503763521634614,2011-08-01,-0.875798708851093
2011,9,2011-09-01,1.80633024467054,2011-09-01,0.385893863195772
2011,10,2011-10-01,1.14839964874031,2011-10-01,0.577079264537284
2011,11,2011-11-01,2.90308563468992,2011-11-01,2.73803559199114
2011,12,2011-12-01,3.48931080426357,2011-12-01,2.1072744224672
2012,1,2012-01-01,2.59217247596154,2012-01-01,1.47834824343887
2012,2,2012-02-01,3.00622746394231,2012-02-01,1.99402192127184
2012,3,2012-03-01,3.94067007211538,2012-03-01,3.23537811339833
2012,4,2012-04-01,1.99298377403846,2012-04-01,0.952742411337183
2012,5,2012-05-01,1.88472806490385,2012-05-01,0.8078170795846
2012,6,2012-06-01,-0.254191706730769,2012-06-01,-0.811082598538906
2012,7,2012-07-01,1.87493239182692,2012-07-01,0.817120340112865
2012,8,2012-08-01,2.26352914663461,2012-08-01,0.884685162116646
2012,9,2012-09-01,0.466486494670542,2012-09-01,-0.623276473691879
2012,10,2012-10-01,1.60836058624031,2012-10-01,1.10045944990839
2012,11,2012-11-01,0.0534762596899223,2012-11-01,-1.09529774134219
2012,12,2012-12-01,2.57915455426357,2012-12-01,0.83603786332741
2013,1,2013-01-01,1.29236778846154,2013-01-01,0.210898394050929
2013,2,2013-02-01,2.24646183894231,2013-02-01,0.336863000732115
2013,3,2013-03-01,1.23070913461538,2013-03-01,0.276734243777125
2013,4,2013-04-01,0.693179086538461,2013-04-01,-0.477270742485163
2013,5,2013-05-01,0.455040564903847,2013-05-01,-0.332196885885233
2013,6,2013-06-01,1.01533954326923,2013-06-01,0.461168985451202
2013,7,2013-07-01,2.12493239182692,2013-07-01,1.06998326142866
2013,8,2013-08-01,0.483255709134614,2013-08-01,-0.638660689487573
2013,9,2013-09-01,0.546564619670542,2013-09-01,-1.04355058124867
2013,10,2013-10-01,1.27828246124031,2013-10-01,0.406306170860097
2013,11,2013-11-01,-0.0168362403100777,2013-11-01,-1.25969679094813
2013,12,2013-12-01,-1.07025950823643,2013-12-01,-2.82619331946829
2014,1,2014-01-01,0.723031850961538,2014-01-01,-1.00499934752136
2014,2,2014-02-01,0.456422776442308,2014-02-01,-0.598527339811899
2014,3,2014-03-01,-2.58960336538462,2014-03-01,-2.58319523788027
2014,4,2014-04-01,0.252749399038461,2014-04-01,0.030103522448294
2014,5,2014-05-01,0.114220252403847,2014-05-01,0.314268692487826
2014,6,2014-06-01,1.13545673076923,2014-06-01,1.74488962368332
2014,7,2014-07-01,1.37493239182692,2014-07-01,0.105730672043673
2014,8,2014-08-01,0.763529146634614,2014-08-01,-1.10120193465755
2014,9,2014-09-01,0.676447432170542,2014-09-01,-0.675356136804227
2014,10,2014-10-01,2.22847777374031,2014-10-01,1.25715769077443
2014,11,2014-11-01,-1.23656280281008,2014-11-01,-0.953220235514686
2014,12,2014-12-01,3.43950611676357,2014-12-01,1.43697872354246
2015,1,2015-01-01,-1.47716346153846,2015-01-01,-1.74741189780775
2015,2,2015-02-01,-6.76428034855769,2015-02-01,-7.26221781600238
2015,3,2015-03-01,-3.29956430288462,2015-03-01,-2.96960169817637
2015,4,2015-04-01,-0.306820913461539,2015-04-01,-0.953646477551707
2015,5,2015-05-01,2.47457181490385,2015-05-01,1.20867859887278
2015,6,2015-06-01,-1.07450420673077,2015-06-01,-1.58653616058496
2015,7,2015-07-01,-0.0850285456730759,2015-07-01,-0.6737398749409
2015,8,2015-08-01,2.20298227163461,2015-08-01,0.754980861041378
2015,9,2015-09-01,3.39617399467054,2015-09-01,2.08089386319577
2015,10,2015-10-01,-0.821326913759689,2015-10-01,-1.87494938027574
2015,11,2015-11-01,1.54371063468992,2015-11-01,-0.544047741342192
2015,12,2015-12-01,5.54888111676357,2015-12-01,3.27435784979256
2016,1,2016-01-01,2.85291466346154,2016-01-01,1.36321076465134
2016,2,2016-02-01,3.26599308894231,2016-02-01,1.94028628908794
2016,3,2016-03-01,2.00024038461538,2016-03-01,0.542915125511381
2016,4,2016-04-01,-0.0968599759615385,2016-04-01,-0.76934092199615
2016,5,2016-05-01,1.08492337740385,2016-05-01,0.0340267570039536
2016,6,2016-06-01,0.265339543269231,2016-06-01,-0.435527042983351
2016,7,2016-07-01,1.56438551682692,2016-07-01,0.40892141538168
2016,8,2016-08-01,2.35337289663461,2016-08-01,0.84772279652525
2016,9,2016-09-01,2.02703336967054,2016-09-01,0.44117164097355
2016,10,2016-10-01,0.869102773740311,2016-10-01,0.163920299120255
2016,11,2016-11-01,1.82300750968992,2016-11-01,0.930073597569942
2016,12,2016-12-01,0.279349866763566,2016-12-01,-0.958182566780116
2017,1,2017-01-01,4.26209435096154,2017-01-01,2.93847519896644
2017,2,2017-02-01,2.17614933894231,2017-02-01,1.55831789828334
2017,3,2017-03-01,-2.09936899038462,2017-03-01,-2.97483633980685
2017,4,2017-04-01,2.09259314903846,2017-04-01,1.13357574467052
2017,5,2017-05-01,0.0243765024038467,2017-05-01,-0.871215178479916
2017,6,2017-06-01,0.975300480769231,2017-06-01,0.362837970152178
2017,7,2017-07-01,0.154229266826924,2017-07-01,-0.777234498596812
2017,8,2017-08-01,0.543802584134614,2017-08-01,-0.690180429281202
2017,9,2017-09-01,3.23699430717054,2017-09-01,1.08244300849492
2017,10,2017-10-01,4.00875121124031,2017-10-01,3.40616573783628
2017,11,2017-11-01,-0.0568753028100777,2017-11-01,-0.729794148389016
2017,12,2017-12-01,-2.24018138323643,2017-12-01,-3.96624708290915
2018,1,2018-01-01,0.442758413461538,2018-01-01,-0.658836628990546
2018,2,2018-02-01,3.72595402644231,2018-02-01,3.01694885066429
2018,3,2018-03-01,0.850826322115385,2018-03-01,-0.36516024460975
2018,4,2018-04-01,-0.396664663461539,2018-04-01,-1.49864647755171
2018,5,2018-05-01,2.10445462740385,2018-05-01,1.09569342367062
2018,6,2018-06-01,0.0651442307692314,2018-06-01,-0.482332598538907
