"year","month","noaa.year.month","noaa.precip.anom","noaa.percent.precip.anom","mcfarland.year.month","mcfarland.precip.anom","mcfarland.percent.precip.anom"
1924,3,1924-03-01,-67.9155123197115,-59.7241551157128,NA,NA,NA
1924,4,1924-04-01,12.6257662259615,11.8602675652404,NA,NA,NA
1924,5,1924-05-01,-5.18408203125,-5.37131755885076,NA,NA,NA
1924,6,1924-06-01,-37.6974308894231,-42.3961268777692,NA,NA,NA
1924,7,1924-07-01,-27.7483548677885,-33.7496988315349,NA,NA,NA
1924,8,1924-08-01,28.6220177283654,35.4503447980054,NA,NA,NA
1924,9,1924-09-01,-5.65075399709302,-5.5225925248547,NA,NA,NA
1924,10,1924-10-01,-84.1468023255814,-71.409350752774,NA,NA,NA
1924,11,1924-11-01,-58.3315770348837,-43.2177872214836,NA,NA,NA
1924,12,1924-12-01,-55.5327261991279,-45.2947388485265,NA,NA,NA
